"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,1.063637,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,4.55246,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,1.687215,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,4.436664,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,6.303687,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,4.194949,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,4.889173,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,1.805161,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-7.241872,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,4.333402,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,6.444566,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,6.631652,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,8.015696,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,11.200671,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,1.14286,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,-4.347631,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,6.900231,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,5.602597,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,2.815966,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,5.638937,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,4.58934,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,1.618103,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,2.135375,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,-0.173113,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,-1.87998,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,2.80744,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,4.140956,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,6.381394,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,7.489108,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,6.440639,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,3.950523,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,4.368206,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,1.089476,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,-2.043277,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,0.964838,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,4.28278,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,3.504247,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,4.400867,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,4.807963,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,3.906577,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,3.816178,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,1.943672,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,0.770924,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,-0.930521,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,1.788736,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,0.781848,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,1.625034,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,2.50658,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,0.319248,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-3.12208,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,1.737625,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,-1.696165,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,-4.057294,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,-0.922644,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,0.79219,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,1.792046,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,2.019486,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,3.506345,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,2.849326,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,2.68276,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-8.300516,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,5.502757,"P","Provisional value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,6.685751,"P","Provisional value"
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1954","1954","PC","Percentage","0","Units",,,7.518749,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1955","1955","PC","Percentage","0","Units",,,5.571245,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1956","1956","PC","Percentage","0","Units",,,0.632326,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1957","1957","PC","Percentage","0","Units",,,9.373686,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1958","1958","PC","Percentage","0","Units",,,6.633521,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1959","1959","PC","Percentage","0","Units",,,5.618888,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1960","1960","PC","Percentage","0","Units",,,2.337166,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1961","1961","PC","Percentage","0","Units",,,6.935993,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1962","1962","PC","Percentage","0","Units",,,3.895273,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1963","1963","PC","Percentage","0","Units",,,9.020568,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1964","1964","PC","Percentage","0","Units",,,9.473825,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1965","1965","PC","Percentage","0","Units",,,7.318434,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1966","1966","PC","Percentage","0","Units",,,11.993957,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1967","1967","PC","Percentage","0","Units",,,9.079607,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1968","1968","PC","Percentage","0","Units",,,13.165768,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1969","1969","PC","Percentage","0","Units",,,14.561367,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1970","1970","PC","Percentage","0","Units",,,10.052735,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,10.545514,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,7.214361,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,14.898323,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,9.511835,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,7.839933,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,13.221448,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,12.335982,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,10.952986,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,8.671227,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,-1.645688,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,7.246176,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,8.338078,,
